frame_id,track_id,x,y,w,h,score,timestamp
458,11,838.9,150.4,47.8,132.0,0.95,45.7
458,12,829.2,132.7,45.0,123.5,0.81,45.7
458,13,857.7,136.5,49.4,128.6,0.89,45.7
458,14,866.3,117.4,51.3,120.9,0.83,45.7
458,30,888.0,21.9,38.1,85.7,0.86,45.7
458,31,660.6,80.7,41.4,106.7,0.86,45.7
458,32,646.2,125.2,54.4,124.1,0.86,45.7
459,1,524.8,37.4,35.9,93.8,0.94,45.8
459,2,313.2,188.6,64.3,143.4,0.88,45.8
459,10,870.4,134.4,52.6,119.9,0.88,45.8
459,11,837.3,147.2,47.0,131.5,0.99,45.8
459,12,828.8,136.6,46.6,124.5,0.99,45.8
459,13,859.3,135.1,52.4,125.6,0.91,45.8
459,14,870.1,113.1,44.6,122.4,0.95,45.8
459,30,884.9,26.4,38.0,85.8,0.97,45.8
459,31,667.1,74.8,42.9,100.7,0.93,45.8
459,32,652.8,117.7,51.0,125.1,0.85,45.8
460,1,527.5,34.9,35.2,95.4,0.85,45.9
460,2,321.6,186.9,61.1,138.6,0.91,45.9
460,10,882.2,130.0,41.9,119.7,0.89,45.9
460,11,835.4,152.2,50.4,129.3,0.89,45.9
460,12,826.9,133.5,51.7,125.1,0.91,45.9
460,13,865.5,140.8,42.3,120.5,0.89,45.9
460,14,864.4,118.8,45.6,117.6,0.83,45.9
460,30,889.2,18.9,37.7,87.5,0.91,45.9
460,31,669.1,82.0,40.4,105.5,0.96,45.9
460,32,659.6,128.2,41.7,117.7,0.93,45.9
461,1,527.5,41.1,33.1,91.3,0.88,46.0
461,2,319.2,190.5,57.9,139.1,0.9,46.0
461,10,874.3,132.4,55.3,122.9,0.93,46.0
461,11,830.3,151.9,51.8,129.6,0.97,46.0
461,12,830.3,135.0,45.2,126.6,0.82,46.0
461,13,857.0,136.2,51.9,127.7,0.91,46.0
461,14,864.0,114.9,46.9,117.4,0.9,46.0
461,30,890.0,18.3,37.1,87.6,0.92,46.0
461,31,666.9,78.3,38.0,107.5,0.95,46.0
461,32,645.1,127.3,53.0,119.4,0.9,46.0
462,1,524.3,42.9,35.8,91.3,0.88,46.1
462,2,315.7,189.8,58.3,144.7,0.86,46.1
462,10,879.6,131.8,45.4,120.6,0.86,46.1
462,11,838.2,150.8,44.8,127.5,0.83,46.1
462,12,827.0,132.2,49.3,127.6,0.9,46.1
462,13,850.2,137.1,56.4,126.5,0.96,46.1
462,14,867.1,116.8,45.5,118.3,0.9,46.1
462,30,889.2,21.2,33.3,85.9,0.91,46.1
462,31,668.4,73.3,44.6,105.1,0.93,46.1
462,32,661.7,127.2,43.7,117.7,0.89,46.1
463,1,524.8,42.4,32.7,92.3,0.96,46.2
463,2,318.2,192.1,60.9,142.0,0.9,46.2
463,10,874.6,130.8,48.2,122.6,0.93,46.2
463,11,831.8,149.1,56.3,131.3,0.84,46.2
463,12,830.5,134.7,46.4,124.6,0.84,46.2
463,13,859.2,135.0,46.8,125.7,0.87,46.2
463,14,860.1,115.4,49.0,119.2,0.9,46.2
463,30,891.4,21.3,36.1,85.2,0.86,46.2
463,31,680.0,80.0,36.7,103.0,0.87,46.2
463,32,649.7,121.0,52.2,117.3,0.95,46.2
464,1,523.5,37.7,40.4,93.1,0.91,46.3
464,2,322.6,187.2,55.5,142.8,0.88,46.3
464,10,877.0,127.8,49.0,125.6,0.92,46.3
464,11,836.4,150.7,58.1,130.7,0.87,46.3
464,12,827.9,133.4,53.0,125.8,0.94,46.3
464,13,862.1,138.1,53.8,122.9,0.88,46.3
464,14,864.5,118.1,45.8,117.5,0.94,46.3
464,30,901.1,22.9,29.7,83.8,0.85,46.3
464,31,671.0,75.6,44.3,106.0,0.84,46.3
464,32,660.9,123.3,44.7,118.0,0.91,46.3
465,1,526.2,38.8,35.7,92.2,0.91,46.4
465,2,317.2,188.1,58.4,141.8,0.86,46.4
465,10,879.4,131.9,41.9,119.2,0.89,46.4
465,11,835.9,150.2,54.6,130.5,0.86,46.4
465,12,828.6,134.4,54.3,124.6,0.95,46.4
465,13,862.1,141.9,48.9,120.7,0.92,46.4
465,14,861.7,118.0,52.7,120.1,0.97,46.4
465,30,893.5,22.4,32.9,83.7,0.85,46.4
465,31,671.9,76.3,39.7,107.0,0.89,46.4
465,32,644.7,122.5,47.3,120.7,0.89,46.4
466,1,520.7,38.7,42.3,94.1,0.86,46.5
466,2,321.6,185.2,61.3,140.2,0.92,46.5
466,10,879.4,128.1,45.0,126.0,0.91,46.5
466,11,833.5,153.9,45.1,128.6,0.93,46.5
466,12,831.0,135.1,54.0,124.0,0.85,46.5
466,13,859.8,136.4,50.8,125.3,0.9,46.5
466,14,858.3,113.8,53.3,121.5,0.87,46.5
466,30,893.8,27.2,32.9,84.1,0.84,46.5
466,31,665.3,80.0,47.5,107.2,0.87,46.5
466,32,650.4,122.8,51.7,123.4,0.8,46.5
467,1,525.0,37.0,39.2,94.6,0.82,46.6
467,2,321.9,189.3,53.4,139.4,0.85,46.6
467,10,875.9,129.6,50.8,123.8,0.89,46.6
467,11,832.1,147.3,54.1,133.0,0.88,46.6
467,12,827.4,138.2,44.7,122.1,0.86,46.6
467,13,861.1,138.7,44.9,126.6,0.87,46.6
467,14,860.5,117.6,50.7,120.3,0.94,46.6
467,30,897.6,20.1,37.6,90.6,0.83,46.6
467,31,675.1,78.5,44.9,104.9,0.91,46.6
467,32,646.0,125.5,47.7,116.1,0.83,46.6
468,1,523.7,38.7,41.4,95.0,0.86,46.7
468,2,322.5,186.4,56.3,144.6,0.88,46.7
468,10,878.4,127.3,52.7,124.6,0.82,46.7
468,11,830.0,148.5,56.2,132.6,0.85,46.7
468,12,832.0,135.0,45.6,124.0,0.9,46.7
468,13,859.0,134.1,55.1,127.0,0.87,46.7
468,14,861.9,115.3,49.2,119.6,0.97,46.7
468,30,901.1,20.2,37.6,88.3,0.89,46.7
468,31,673.4,75.4,44.6,104.2,0.8,46.7
468,32,645.2,125.0,51.4,119.6,0.9,46.7
469,1,526.3,39.7,38.2,93.2,0.84,46.8
469,2,319.2,185.1,56.2,146.0,0.95,46.8
469,10,880.1,133.3,47.3,118.4,0.88,46.8
469,11,840.5,153.6,45.5,129.2,0.87,46.8
469,12,830.1,131.1,46.6,123.7,0.78,46.8
469,13,857.3,132.4,49.0,128.7,0.87,46.8
469,14,865.9,120.6,49.0,117.3,0.8,46.8
469,30,906.4,17.9,32.3,90.2,0.95,46.8
469,31,676.4,74.0,47.4,108.9,0.92,46.8
469,32,648.9,121.5,48.2,120.4,0.96,46.8
470,1,529.2,35.5,34.9,94.6,0.84,46.9
470,2,328.0,179.7,53.3,141.0,0.93,46.9
470,10,876.5,130.3,53.9,125.2,0.87,46.9
470,11,837.6,154.9,53.9,129.6,0.98,46.9
470,12,825.2,139.8,47.8,122.6,0.86,46.9
470,13,860.7,140.9,52.0,123.6,0.91,46.9
470,14,869.0,118.6,44.5,113.8,0.84,46.9
470,30,899.6,23.8,31.6,86.8,0.9,46.9
470,31,678.4,73.5,37.0,104.6,0.9,46.9
470,32,649.9,120.6,49.6,115.7,0.92,46.9
471,1,526.6,38.1,33.2,93.3,0.88,47.0
471,2,314.8,187.2,63.9,145.6,0.99,47.0
471,10,876.0,133.4,48.3,123.0,0.97,47.0
471,11,827.3,151.5,56.8,127.0,0.87,47.0
471,12,828.6,136.1,47.8,124.8,0.9,47.0
471,13,860.3,132.8,50.5,126.2,0.88,47.0
471,14,863.8,113.7,50.3,122.3,0.89,47.0
471,30,901.9,24.2,37.3,86.1,0.88,47.0
471,31,670.5,76.9,44.8,103.9,0.83,47.0
471,32,649.7,123.2,42.2,117.7,0.92,47.0
472,1,522.6,37.3,42.3,94.4,0.85,47.1
472,2,316.3,185.7,56.1,144.2,0.91,47.1
472,10,875.3,125.2,53.0,126.2,0.92,47.1
472,11,830.0,151.1,52.3,131.3,0.92,47.1
472,12,823.0,135.3,54.2,121.6,0.99,47.1
472,13,861.8,141.1,48.8,123.7,0.82,47.1
472,14,863.5,117.4,48.3,118.2,0.99,47.1
472,30,909.3,26.5,30.6,83.8,0.91,47.1
472,31,674.1,77.0,47.9,106.5,0.88,47.1
472,32,646.9,119.4,43.3,119.7,0.95,47.1
473,1,522.1,40.7,39.6,94.0,0.96,47.2
473,2,329.1,184.9,56.6,142.0,0.9,47.2
473,10,876.0,128.9,47.8,126.5,0.88,47.2
473,11,831.6,150.5,54.7,129.4,0.89,47.2
473,12,829.3,130.9,52.5,127.7,0.82,47.2
473,13,858.1,138.2,53.4,128.0,0.9,47.2
473,14,866.2,119.9,49.2,117.5,0.88,47.2
473,30,907.2,28.0,32.9,85.3,0.97,47.2
473,31,682.6,75.8,43.1,104.2,0.93,47.2
473,32,644.5,117.8,48.5,119.9,0.73,47.2
474,1,526.1,41.0,33.0,91.9,0.86,47.3
474,2,324.3,183.6,57.4,141.8,0.92,47.3
474,10,876.1,128.5,53.4,122.5,0.89,47.3
474,11,833.6,150.2,52.8,131.5,0.94,47.3
474,12,832.4,133.5,45.6,125.3,0.9,47.3
474,13,858.6,136.9,45.1,126.8,0.91,47.3
474,14,866.4,116.0,46.9,119.8,0.92,47.3
474,30,908.0,25.0,32.9,86.6,0.96,47.3
474,31,683.4,72.4,37.1,104.0,0.95,47.3
474,32,652.8,123.4,47.7,119.7,0.96,47.3
475,1,522.9,35.7,39.7,96.8,0.97,47.4
475,2,331.4,186.7,50.6,142.3,0.93,47.4
475,10,874.9,132.4,50.9,121.1,0.93,47.4
475,11,830.9,151.5,52.2,126.8,0.83,47.4
475,12,827.9,134.3,51.1,123.2,0.87,47.4
475,13,856.5,135.6,50.9,128.9,0.88,47.4
475,14,867.1,112.1,51.9,122.6,0.88,47.4
475,30,901.3,28.6,38.6,90.6,0.94,47.4
475,31,684.1,73.6,44.5,105.4,0.99,47.4
475,32,649.9,119.9,41.9,117.0,0.95,47.4
476,1,523.6,41.1,38.7,91.9,0.93,47.5
476,2,321.1,189.8,55.2,143.7,0.99,47.5
476,10,871.2,130.5,56.8,127.3,0.99,47.5
476,11,832.9,152.6,55.1,130.7,0.87,47.5
476,12,824.3,138.6,53.5,123.1,0.94,47.5
476,13,858.8,140.3,54.1,125.5,0.83,47.5
476,14,858.3,119.1,51.3,116.0,0.89,47.5
476,30,902.6,21.8,35.9,88.0,0.9,47.5
476,31,686.7,79.4,36.6,102.7,0.98,47.5
476,32,640.3,117.8,43.1,119.8,0.85,47.5
477,1,528.0,42.8,32.4,91.6,0.94,47.6
477,2,329.2,185.1,51.3,141.3,0.88,47.6
477,10,875.1,132.9,52.2,120.1,0.87,47.6
477,11,836.0,151.6,49.0,127.6,0.85,47.6
477,12,830.1,133.1,55.3,123.6,0.92,47.6
477,13,859.6,133.2,51.8,128.3,0.99,47.6
477,14,863.2,119.9,49.3,118.0,0.91,47.6
477,30,908.4,26.1,34.3,89.8,0.78,47.6
477,31,681.4,71.4,43.1,104.9,0.99,47.6
477,32,641.1,116.5,50.3,116.8,0.85,47.6
478,1,526.6,37.8,33.4,95.4,0.9,47.7
478,2,316.5,189.1,63.1,141.7,0.97,47.7
478,10,880.2,126.6,46.4,125.7,0.89,47.7
478,11,832.6,154.8,45.2,128.2,0.98,47.7
478,12,823.4,128.9,55.9,129.2,0.94,47.7
478,13,858.5,136.5,49.4,125.4,0.93,47.7
478,14,863.1,116.7,46.8,119.7,0.89,47.7
478,30,908.6,22.0,35.4,90.4,0.92,47.7
478,31,693.7,75.4,40.6,104.2,0.93,47.7
478,32,642.7,123.2,44.4,117.5,0.86,47.7
479,1,523.4,37.8,35.6,94.6,0.84,47.8
479,2,325.3,181.1,55.0,141.6,0.93,47.8
479,10,879.0,128.9,47.8,120.9,0.96,47.8
479,11,830.4,149.1,56.6,129.4,0.96,47.8
479,12,832.8,133.7,43.9,124.7,0.97,47.8
479,13,858.7,136.7,48.9,128.3,0.8,47.8
479,14,858.8,118.9,50.9,118.7,0.92,47.8
479,30,910.2,18.6,34.2,90.6,0.88,47.8
479,31,685.9,77.2,37.5,104.1,0.94,47.8
479,32,632.7,112.0,44.9,122.3,0.87,47.8
480,1,527.9,41.8,32.6,91.8,0.96,47.9
480,2,327.1,183.3,53.4,141.3,0.92,47.9
480,10,873.9,129.8,51.3,125.4,0.92,47.9
480,11,829.9,146.7,52.9,131.2,0.87,47.9
480,12,828.9,132.7,52.6,126.0,0.92,47.9
480,13,866.0,138.1,42.8,121.2,0.98,47.9
480,14,863.2,120.0,49.1,114.9,0.86,47.9
480,30,915.9,22.7,32.6,87.4,0.99,47.9
480,31,686.4,73.7,39.2,104.7,0.91,47.9
480,32,645.2,120.3,43.2,117.4,0.96,47.9
481,1,521.9,37.0,42.2,96.6,0.91,48.0
481,2,326.7,188.0,60.4,141.5,0.91,48.0
481,10,881.8,133.9,44.9,117.6,0.92,48.0
481,11,834.7,149.3,46.9,131.0,0.87,48.0
481,12,829.8,136.0,47.5,127.6,0.85,48.0
481,13,859.0,139.5,51.0,123.0,0.88,48.0
481,14,871.2,118.7,42.8,118.7,0.88,48.0
481,30,913.9,25.1,37.2,88.3,0.88,48.0
481,31,688.0,75.2,36.5,101.9,0.77,48.0
481,32,632.1,118.3,51.0,120.2,0.83,48.0
482,1,525.7,39.0,35.1,95.0,0.89,48.1
482,2,323.4,184.0,52.7,142.9,0.94,48.1
482,10,876.6,131.4,43.8,122.8,0.84,48.1
482,11,832.1,148.1,50.8,133.2,0.92,48.1
482,12,824.3,135.8,56.6,126.2,0.81,48.1
482,13,857.4,133.6,50.2,129.7,0.92,48.1
482,14,863.9,115.9,42.6,119.4,0.84,48.1
482,30,921.1,21.8,35.4,87.4,0.84,48.1
482,31,685.9,68.3,45.6,106.5,0.82,48.1
482,32,635.6,117.1,46.1,118.0,0.88,48.1
483,1,524.5,40.7,38.4,91.4,0.92,48.2
483,2,317.2,186.1,59.8,139.6,0.87,48.2
483,10,873.0,127.5,52.1,125.0,0.93,48.2
483,11,831.5,157.9,56.6,127.5,0.87,48.2
483,12,835.4,135.3,44.1,124.4,0.93,48.2
483,13,862.8,136.3,50.2,127.8,0.84,48.2
483,14,869.3,118.5,49.4,120.6,0.88,48.2
483,30,914.6,24.3,37.8,87.8,0.89,48.2
483,31,689.4,71.1,44.1,103.6,0.9,48.2
483,32,634.1,114.6,43.0,120.9,0.91,48.2
484,1,526.4,36.4,37.6,92.6,0.93,48.3
484,2,324.6,194.1,53.9,141.8,0.85,48.3
484,10,876.6,130.2,51.9,121.7,0.83,48.3
484,11,828.3,151.2,55.9,130.0,0.89,48.3
484,12,823.0,131.0,52.9,127.9,0.88,48.3
484,13,863.9,134.3,47.3,126.6,0.89,48.3
484,14,867.6,113.9,44.0,118.0,0.86,48.3
484,30,917.1,29.8,37.3,88.6,0.97,48.3
484,31,690.5,68.7,45.7,106.6,0.94,48.3
484,32,638.4,114.0,50.4,119.4,0.88,48.3
485,1,525.1,35.7,41.0,92.5,0.9,48.4
485,2,324.3,187.8,60.8,140.8,0.87,48.4
485,10,869.1,128.2,53.4,122.4,0.82,48.4
485,11,831.6,145.4,58.6,133.2,0.91,48.4
485,12,825.4,136.7,54.7,122.1,0.94,48.4
485,13,858.9,133.4,51.1,127.5,0.96,48.4
485,14,867.0,115.1,47.2,119.1,0.87,48.4
485,30,916.4,17.2,37.7,89.9,0.87,48.4
485,31,684.0,73.7,43.0,103.9,0.83,48.4
485,32,640.5,117.8,41.1,116.5,0.85,48.4
486,1,519.0,39.1,41.6,94.1,0.92,48.5
486,2,327.0,184.9,50.5,141.1,0.94,48.5
486,10,877.8,127.7,45.2,121.7,0.81,48.5
486,11,833.6,153.8,54.0,128.5,0.84,48.5
486,12,828.3,133.6,46.4,126.6,0.93,48.5
486,13,858.1,134.7,53.8,128.4,0.79,48.5
486,14,863.3,110.2,54.6,123.8,0.84,48.5
486,30,920.6,25.5,32.5,87.2,0.84,48.5
486,31,691.2,75.6,45.8,105.9,0.97,48.5
486,32,637.8,114.3,49.0,118.3,0.93,48.5
487,1,526.0,37.1,36.9,94.1,0.9,48.6
487,2,332.1,184.4,55.3,143.7,0.93,48.6
487,10,876.1,130.2,47.1,120.1,0.99,48.6
487,11,832.6,156.1,55.9,127.5,0.92,48.6
487,12,829.2,133.1,54.4,127.8,0.97,48.6
487,13,862.9,136.4,47.7,128.6,0.91,48.6
487,14,866.0,113.1,45.3,121.1,0.92,48.6
487,30,919.6,25.9,36.3,85.6,0.85,48.6
487,31,692.2,71.5,43.5,104.0,0.91,48.6
487,32,641.2,119.2,42.6,116.5,0.85,48.6
488,1,524.3,42.0,33.3,92.3,0.84,48.7
488,2,325.5,189.6,63.7,143.4,0.86,48.7
488,10,878.5,132.5,52.0,124.7,0.88,48.7
488,11,828.5,151.2,53.1,127.8,0.97,48.7
488,12,831.6,133.8,43.1,122.7,0.88,48.7
488,13,862.8,134.7,46.4,126.0,0.94,48.7
488,14,860.4,119.3,52.5,117.3,0.95,48.7
488,30,916.2,27.0,39.5,91.4,0.88,48.7
488,31,693.2,69.5,45.7,108.0,0.89,48.7
488,32,632.7,117.6,48.6,116.6,0.96,48.7
489,1,520.6,39.0,40.5,96.4,0.93,48.8
489,2,316.6,182.6,61.9,144.3,0.87,48.8
489,10,874.2,131.2,47.5,122.4,0.87,48.8
489,11,840.1,148.0,47.8,134.5,0.89,48.8
489,12,827.2,135.0,55.2,127.1,0.88,48.8
489,13,857.2,138.3,47.8,125.3,0.88,48.8
489,14,857.7,120.5,53.6,119.5,0.85,48.8
489,30,923.4,25.2,37.2,87.9,0.88,48.8
489,31,697.5,73.3,43.3,101.9,0.85,48.8
489,32,629.0,115.2,50.2,116.1,0.85,48.8
490,1,525.0,35.9,35.5,97.2,0.99,48.9
490,2,325.2,186.3,50.3,142.2,0.84,48.9
490,10,875.7,127.9,44.7,124.6,0.94,48.9
490,11,836.9,150.9,49.4,132.3,0.8,48.9
490,12,830.9,138.3,46.7,121.1,0.96,48.9
490,13,865.0,136.3,45.9,126.1,0.86,48.9
490,14,862.2,118.2,45.7,115.2,0.99,48.9
490,30,930.6,21.3,36.8,90.4,0.85,48.9
490,31,694.3,69.9,43.9,106.4,0.89,48.9
490,32,633.4,112.4,46.5,116.4,0.92,48.9
491,1,528.1,40.0,35.1,92.7,0.88,49.0
491,2,321.7,193.2,50.9,144.9,0.85,49.0
491,10,881.4,128.9,46.3,123.1,0.82,49.0
491,11,827.8,148.8,55.6,133.6,0.87,49.0
491,12,829.5,131.3,48.1,126.2,0.94,49.0
491,13,857.5,141.5,46.6,125.2,0.86,49.0
491,14,862.7,116.7,52.6,121.1,0.93,49.0
491,30,925.8,20.6,38.5,90.5,0.99,49.0
491,31,696.6,66.2,43.1,104.1,0.93,49.0
491,32,630.4,113.4,43.8,115.8,0.98,49.0
492,1,521.0,38.7,40.5,93.9,0.89,49.1
492,2,318.3,190.0,60.7,139.4,0.88,49.1
492,10,877.9,130.3,43.5,120.8,0.89,49.1
492,11,834.5,150.1,56.8,129.1,0.84,49.1
492,12,830.0,132.3,51.2,126.0,0.93,49.1
492,13,859.9,136.4,51.3,126.4,0.9,49.1
492,14,861.7,116.0,49.9,117.4,0.92,49.1
492,30,927.3,23.9,38.9,87.7,0.82,49.1
492,31,691.7,68.9,43.6,103.8,0.88,49.1
492,32,634.1,115.6,41.6,117.9,0.88,49.1
493,1,526.0,34.8,35.1,96.3,0.91,49.2
493,2,328.0,186.6,54.2,142.0,0.93,49.2
493,10,880.9,124.4,43.9,122.2,0.9,49.2
493,11,839.0,151.3,55.5,129.7,0.91,49.2
493,12,829.2,135.9,51.7,123.6,0.9,49.2
493,13,858.2,135.6,46.8,127.0,0.86,49.2
493,14,861.1,114.4,48.3,119.1,0.84,49.2
493,30,931.1,32.6,33.3,86.3,0.94,49.2
493,31,695.6,72.7,46.3,107.0,0.9,49.2
493,32,636.5,111.2,42.1,118.9,0.94,49.2
494,1,526.0,40.7,33.7,91.1,0.89,49.3
494,2,328.3,184.1,54.0,141.2,0.89,49.3
494,10,875.0,132.4,48.5,120.5,0.92,49.3
494,11,830.1,150.4,49.7,131.1,0.93,49.3
494,12,830.9,135.3,48.0,124.2,0.84,49.3
494,13,863.3,136.6,45.4,127.0,0.99,49.3
494,14,866.0,118.2,44.1,117.0,0.95,49.3
494,30,929.0,22.2,35.3,87.4,0.84,49.3
494,31,698.6,67.4,43.1,105.4,0.76,49.3
494,32,625.7,107.7,48.1,118.7,0.89,49.3
495,1,526.3,40.8,36.2,92.0,0.99,49.4
495,2,327.9,189.2,49.5,141.0,0.84,49.4
495,10,871.7,130.4,54.2,124.3,0.88,49.4
495,11,831.1,150.2,54.7,132.9,0.92,49.4
495,12,826.0,132.1,52.2,124.6,0.9,49.4
495,13,860.1,136.0,45.4,126.5,0.92,49.4
495,14,867.2,119.6,42.3,116.4,0.89,49.4
495,30,930.8,27.2,35.0,88.7,0.85,49.4
495,31,698.7,71.4,42.2,102.6,0.97,49.4
495,32,628.1,118.9,45.3,115.9,0.87,49.4
496,1,525.7,40.0,33.3,92.6,0.87,49.5
496,2,324.1,186.6,58.7,143.6,0.95,49.5
496,10,880.5,126.5,45.1,123.6,0.89,49.5
496,11,832.3,147.6,58.7,131.7,0.99,49.5
496,12,828.5,128.3,51.0,130.1,0.92,49.5
496,13,855.6,141.3,54.8,124.6,0.89,49.5
496,14,867.4,119.1,43.7,115.5,0.93,49.5
496,30,936.6,30.8,31.9,87.6,0.86,49.5
496,31,700.8,67.4,46.0,102.9,0.8,49.5
496,32,626.4,114.2,46.7,116.0,0.92,49.5
497,1,522.1,40.2,41.5,93.3,0.93,49.6
497,2,326.6,189.1,60.2,142.1,0.84,49.6
497,10,878.0,123.7,54.2,126.3,0.95,49.6
497,11,836.4,149.4,55.0,133.1,0.85,49.6
497,12,828.4,131.6,48.8,127.3,0.93,49.6
497,13,860.3,137.8,52.4,123.7,0.99,49.6
497,14,862.5,119.7,46.3,116.0,0.92,49.6
497,30,936.8,26.1,37.3,88.7,0.93,49.6
497,31,698.9,66.6,42.3,104.1,0.92,49.6
497,32,625.2,114.1,47.8,116.4,0.85,49.6
498,1,523.6,37.3,36.0,94.2,0.92,49.7
498,2,326.7,185.0,58.2,139.8,0.96,49.7
498,10,878.0,132.2,50.5,121.0,0.94,49.7
498,11,830.5,150.7,55.4,129.5,0.93,49.7
498,12,829.1,133.4,54.2,127.3,0.98,49.7
498,13,855.5,137.2,52.3,126.0,0.87,49.7
498,14,862.5,116.2,49.4,119.6,0.85,49.7
498,30,931.3,24.2,35.7,88.7,0.91,49.7
498,31,702.8,71.5,37.4,99.3,0.88,49.7
498,32,623.8,113.0,54.0,122.2,0.85,49.7
499,1,524.7,41.0,40.4,91.3,0.85,49.8
499,2,320.1,182.5,63.6,145.3,0.99,49.8
499,10,876.4,130.1,45.3,122.0,0.8,49.8
499,11,837.8,151.2,47.3,128.5,0.83,49.8
499,12,831.8,129.2,51.4,126.5,0.92,49.8
499,13,860.7,135.4,45.1,126.4,0.85,49.8
499,14,862.6,118.7,46.1,117.8,0.87,49.8
499,30,933.6,25.7,35.0,91.1,0.9,49.8
499,31,703.0,66.9,46.1,102.7,0.94,49.8
499,32,624.4,110.4,49.7,120.2,0.99,49.8
500,1,521.6,42.4,36.9,91.0,0.93,49.9
500,2,330.0,185.7,50.9,141.1,0.85,49.9
500,10,874.6,131.2,50.9,122.1,0.85,49.9
500,11,836.3,153.7,46.2,126.9,0.86,49.9
500,12,827.9,136.5,46.9,121.4,0.91,49.9
500,13,858.2,135.6,47.0,125.1,0.88,49.9
500,14,863.2,115.5,42.7,119.0,0.92,49.9
500,30,931.0,27.9,36.6,85.8,0.89,49.9
500,31,711.3,69.1,39.3,104.6,0.92,49.9
500,32,623.2,110.6,46.2,117.6,0.94,49.9
501,1,523.6,36.3,41.5,94.7,0.94,50.0
501,2,324.3,182.7,56.8,142.0,0.84,50.0
501,10,875.0,129.2,46.0,123.3,0.89,50.0
501,11,829.5,149.5,56.3,126.5,0.86,50.0
501,12,830.5,130.7,47.8,127.2,0.81,50.0
501,13,862.2,138.3,45.3,123.7,0.88,50.0
501,14,863.0,113.8,53.6,119.3,0.9,50.0
501,30,938.0,26.0,37.5,88.6,0.94,50.0
501,31,708.5,67.3,36.8,100.5,0.89,50.0
501,32,620.5,107.3,51.4,119.7,0.97,50.0
502,1,524.5,43.8,36.4,89.9,0.91,50.1
502,2,316.5,184.8,64.2,142.9,0.92,50.1
502,10,874.1,130.2,48.3,120.3,0.87,50.1
502,11,834.5,147.3,52.5,129.1,0.87,50.1
502,12,830.1,128.0,45.5,129.7,0.85,50.1
502,13,867.7,139.0,45.5,124.7,0.99,50.1
502,14,866.7,117.5,45.9,115.1,0.87,50.1
502,30,938.5,23.6,37.6,90.8,0.94,50.1
502,31,707.5,68.9,41.2,100.8,0.79,50.1
502,32,622.9,113.4,45.2,116.2,0.9,50.1
503,1,526.2,38.9,33.5,94.7,0.85,50.2
503,2,319.0,182.1,63.4,143.1,0.85,50.2
503,10,871.6,130.4,53.1,120.3,0.85,50.2
503,11,832.4,147.7,50.8,129.2,0.97,50.2
503,12,830.1,129.4,50.4,126.2,0.89,50.2
503,13,855.6,132.1,52.1,127.6,0.87,50.2
503,14,856.9,108.8,53.1,123.7,0.97,50.2
503,30,940.7,25.0,35.0,89.7,0.91,50.2
503,31,707.1,67.5,43.8,101.1,0.96,50.2
503,32,620.6,108.0,49.3,118.4,0.98,50.2
504,1,522.9,43.0,34.4,90.3,0.93,50.3
504,2,325.6,184.0,59.1,140.1,0.89,50.3
504,10,877.5,132.9,43.2,120.8,0.88,50.3
504,11,831.5,150.8,49.2,130.7,0.89,50.3
504,12,834.5,133.9,50.6,124.4,0.84,50.3
504,13,857.0,133.0,56.8,128.8,0.95,50.3
504,14,861.8,116.3,51.4,120.4,0.94,50.3
504,30,934.2,29.5,36.8,89.5,0.94,50.3
504,31,703.9,66.1,44.7,103.3,0.9,50.3
504,32,622.4,105.3,46.0,118.6,0.85,50.3
505,1,525.5,37.9,33.8,94.5,0.85,50.4
505,2,326.3,187.6,56.2,142.8,0.98,50.4
505,10,876.0,136.9,49.0,119.8,0.95,50.4
505,11,836.3,149.0,46.6,130.9,0.97,50.4
505,12,830.7,134.2,52.1,122.9,0.89,50.4
505,13,860.4,136.5,54.4,126.7,0.94,50.4
505,14,867.9,119.4,44.7,118.1,0.96,50.4
505,30,937.9,27.9,39.1,88.4,0.95,50.4
505,31,708.0,65.6,43.6,102.7,0.95,50.4
505,32,620.1,106.9,53.2,118.3,0.94,50.4
506,1,525.0,42.4,36.7,92.2,0.83,50.5
506,2,327.2,186.5,52.2,140.3,0.85,50.5
506,10,871.4,131.9,46.9,121.9,0.86,50.5
506,11,833.9,153.1,46.0,126.0,0.92,50.5
506,12,833.7,135.5,43.6,122.9,0.95,50.5
506,13,852.2,134.6,54.9,126.2,0.89,50.5
506,14,863.7,113.9,50.9,119.8,0.91,50.5
506,30,938.5,26.1,40.7,92.3,0.93,50.5
506,31,714.0,64.5,36.5,104.0,0.85,50.5
506,32,617.2,112.3,41.0,115.2,0.83,50.5
507,1,528.2,43.7,33.5,90.8,0.9,50.6
507,2,327.1,184.2,61.2,141.6,0.96,50.6
507,10,875.7,129.8,48.9,124.6,0.92,50.6
507,11,833.4,150.3,55.1,130.0,0.84,50.6
507,12,832.7,137.3,47.0,120.5,0.99,50.6
507,13,860.2,136.0,45.3,127.7,0.92,50.6
507,14,860.6,114.2,49.2,122.6,0.99,50.6
507,30,946.1,26.3,34.7,92.2,0.9,50.6
507,31,715.2,68.2,36.2,99.0,0.93,50.6
507,32,623.9,108.6,41.1,114.4,0.93,50.6
508,1,525.7,42.4,33.1,91.0,0.95,50.7
508,2,324.6,189.7,50.4,142.1,0.92,50.7
